Date,Sentence,Prediction,sentimentScore
2015-04-25,"The executive must walk one of corporate America’s most daunting gantlets, working to convince board members that he is up to the task of being chief executive.",neutral,0.08304844796657562
2015-04-25,"Thomas Staggs: Disney’s Heir, Apparently",neutral,0.02614842914044857
2015-04-27,"The network, owned by Disney, says that the carrier’s new FiOS cable packages violate its contract.",negative,-0.9116668701171875
2015-04-27,ESPN Sues Verizon Over New Cable Packages,negative,-0.9176074862480164
2015-05-05,"Strong results in theme parks, as well as consumer products and broadcasting, made up for profit declines in movies and cable.",positive,0.349585622549057
2015-05-05,Gains Across the Disney Empire Lift Earnings 10%,positive,0.43607470393180847
2015-05-08,"Leslie Ferraro, who will become president of Disney Consumer Products, joined the company’s theme park business 16 years ago.",neutral,0.03152571618556976
2015-05-08,Disney Names Marketer to Run Consumer Products Division,neutral,0.024814195930957794
2015-05-18,"One of the most important paths to upward mobility, open on a meritocratic basis to people from all economic classes, is narrowing.",neutral,0.06818807125091553
2015-05-18,"The In-State Tuition Break, Slowly Disappearing",neutral,0.02370341494679451
2015-05-24,"Disney and Univision’s fledgling network isn’t delivering concrete results, raising concerns that it’s not connecting with the youthful, diverse audience it covets.",negative,-0.9501283764839172
2015-05-24,"Fusion Media Aims at Millennials, but Struggles to Find Its Identity",neutral,-0.056277789175510406
2015-06-01,"James Rasulo, the company’s chief financial officer since 2010, was considered out of the running to succeed Robert Iger as the chief executive.",neutral,-0.146967813372612
2015-06-01,Disney’s Top Financial Officer to Step Down,negative,-0.42870718240737915
2015-06-02,"Disney’s new Playmation uses wireless systems, motion sensors and wearable technology to engage children with interactive missions.",neutral,0.09046714007854462
2015-06-02,"Disney Unveils Playmation, Toys That Play Back",neutral,0.07885649800300598
2015-06-29,The restructuring that joins Disney Consumer Products and Disney Interactive reflects growing overlap between the two businesses.,neutral,0.3461923599243164
2015-06-29,Disney Merges Consumer Product and Interactive Units,neutral,-0.019642958417534828
2015-06-30,"Christine M. McCarthy, who has most recently been Disney’s treasurer, will succeed James A. Rasulo, who stepped down in early June.",neutral,0.03343786671757698
2015-06-30,Disney Names Its First Female Chief Financial Officer,neutral,0.13512197136878967
2015-07-02,Disney movies have proved surprisingly successful at influencing what people name their babies.,positive,0.7200435400009155
2015-07-02,"After ‘Frozen,’ a Baby Boomlet of Elsas",neutral,-0.2432672679424286
2015-07-11,"Interest in “The Force Awakens,” due in theaters in December, is already so extreme that Disney knows its safest option is to hold back.",negative,-0.7195302248001099
2015-07-11,Promoters of Coming ‘Star Wars’ Film Have a Delicate Dance at Comic-Con,neutral,0.01109083741903305
2015-07-15,"The company’s resort, its first in mainland China, represents a major bet on westernized leisure travel and an effort to stoke sales of Disney products.",positive,0.8370711803436279
2015-07-15,"Shanghai Disney Plans Unveiled: Big on ‘Pirates,’ but No Space Mountain",neutral,0.05169729143381119
2015-07-23,"The bloc, which opened the investigation in January 2014, said the companies prevented consumers from gaining access to content outside Sky UK’s licensed territory of Britain and Ireland.",negative,-0.8824980854988098
2015-07-23,E.U.,neutral,0.04360159859061241
2015-07-23,Opens Antitrust Case Against Major U.S. Studios and Sky UK,neutral,-0.09228479862213135
2015-08-02,"After Comcast bought NBCUniversal four years ago, it surprised some by not only hanging onto the company’s theme parks, but investing heavily in their expansion.",positive,0.731134831905365
2015-08-02,"Comcast Invests by the Billion in Theme Parks, Hogwarts and All",neutral,0.03980805352330208
2015-08-04,"Disney’s quarterly results reflected the shifting fortunes of its TV and movie businesses, as cable properties like ESPN took more of a back seat to consumer products.",neutral,0.2712365388870239
2015-08-04,"Despite 5% Increase, Disney Revenue Disappoints Analysts",negative,-0.9486318826675415
2015-08-05,"Shares in Comcast, Time Warner, 21st Century Fox, CBS, Viacom, Discovery and AMC Networks all were down, with some plunging by as much as 12 percent in midday trading.",negative,-0.9605372548103333
2015-08-05,"Disney, Time Warner and Other Media Shares Fall as Investors Worry About TV’s Future",negative,-0.9311639070510864
2015-08-15,After Disney’s aggressive overseas investment — which gave Universal an opening in the United States — Disney announced expensive plans for “Star Wars”-themed expansions at its California and Florida resorts.,positive,0.7133861780166626
2015-08-15,"Disney Bulks Up Theme Parks, as Universal Gains Ground",positive,0.5654997825622559
2015-08-26,The company will use its Maker Studios unit and ABC News in an ambitious international promotion of characters and toys from the coming film.,neutral,0.24062220752239227
2015-08-26,Big Push by Disney on ‘Star Wars’ Merchandise,positive,0.5052397847175598
2015-08-31,"This week automakers are expected to report healthy sales of new vehicles, Samsung plans to introduce another smartwatch and the Labor Department will report the latest data on hiring and unemployment.",positive,0.7690662145614624
2015-08-31,"Car Sales, Samsung’s New Smartwatch, and the Jobs Report",neutral,-0.02350122667849064
2015-09-02,"The amicable departure will probably occur next summer, after the July release of “The BFG,” according to people briefed on the matter.",neutral,-0.07796473801136017
2015-09-02,Spielberg’s DreamWorks Studio Expected to End Distribution Pact With Disney,negative,-0.4677111804485321
2015-09-03,"The BB-8, a small, round robot that rolls along at the touch of a smartphone, is one of hundreds of toys related to the next “Star Wars” film.",neutral,0.03482929244637489
2015-09-03,BB-8 Droid Offers Hint of Coming Crush of ‘Star Wars’ Toys,neutral,0.20664089918136597
2015-09-04,Hundreds of toys are hitting the market in a huge marketing push for the coming “Star Wars” movie.,neutral,0.4140595495700836
2015-09-04,This interactive Yoda doll from Spin Master ($180) says it will teach children to be a Jedi.,neutral,0.11046011000871658
2015-09-04,"Yoda, as a Toy",neutral,0.00044038891792297363
2015-09-07,"Ticket sales at North American cinemas rose 10 percent, to $4.48 billion, this summer.",positive,0.9243965148925781
2015-09-07,But it was a lopsided victory for the studios.,positive,0.8010310530662537
2015-09-07,The Crowding-Out Effect of Gargantuan Movies,neutral,-0.32864755392074585
2015-09-12,"Disney was constantly reinventing his company, a practice that drove his more business-minded brother crazy but ultimately helped his studio thrive.",positive,0.45159342885017395
2015-09-12,"Walt Disney, a Visionary Who Was Crazy Like a Mouse",neutral,-0.06224767863750458
2015-09-15,"Ms. Davis is a former executive at Walmart, and Mr. Frelinghuysen was an executive at AOL.",neutral,-0.005288226529955864
2015-09-15,Disney-ABC Names Cindy Davis and John Frelinghuysen to Senior Posts,neutral,0.004116374999284744
2015-10-03,"Industry analysts agree that the cable TV bundle of channels is in trouble, but it is less clear what would replace it, or at what cost.",negative,-0.9434748888015747
2015-10-03,Unwrapping the Cable TV Bundle,neutral,0.07979325950145721
2015-10-06,"Starting in January, ABC Family will become Freeform, a rebranding that will seek viewers younger than millennials.",neutral,0.27079787850379944
2015-10-06,Disney’s Family Channel Aims Younger Than Millennials With New Name,neutral,0.1445126235485077
2015-10-08,Disney set or shifted release dates for 19 big-budget movies — many still untitled – planned through 2020.,neutral,-0.06376373767852783
2015-10-08,‘Cars 3’ and ‘Toy Story 4’ Swap Release Dates as Disney Changes Film Schedule,neutral,-0.19861449301242828
2015-10-09,The new movie about the Apple co-founder suggests that the future envisioned by the tech industry’s leaders is worth putting up with them.,neutral,0.16247594356536865
2015-10-09,"In ‘Steve Jobs,’ Tolerating Tech’s Unpleasant Visionaries",negative,-0.5816522836685181
2015-10-11,"As anticipation has mounted for the restart of the “Star Wars” movie series, Disney has also overhauled how “Star Wars” video games are made.",positive,0.4532414376735687
2015-10-11,Disney Reboots ‘Star Wars’ Video Games,neutral,0.04339184612035751
2015-10-21,"ESPN is trying to deal with trends in broadcasting, including cord cutting.",neutral,0.06065008044242859
2015-10-21,"ESPN to Lay Off 300 Workers, Reacting to Shifts in Sports Viewing",negative,-0.9584959149360657
2015-11-03,Investors are looking for media executives to show how they are adapting for survival.,neutral,0.15505477786064148
2015-11-03,"Media Earnings Results Are Awaited, a Bit Warily",neutral,0.07655638456344604
2015-11-05,"For its fourth quarter, Disney had a per-share profit of $1.20 a share, a 35 percent increase.",positive,0.9145761728286743
2015-11-05,"With ESPN Gains, Disney Profit Rose 12 Percent in Fiscal Year",positive,0.9328088164329529
2015-11-21,"Lego has made new products based on its interlocking bricks, and its creations have been featured in animated films.",neutral,0.12653158605098724
2015-11-21,Its success has encouraged competition.,positive,0.8274859189987183
2015-11-21,Lego’s Success Leads to Competitors and Spinoffs,neutral,0.3531906306743622
2015-11-23,"IAC/InterActiveCorp, the hodgepodge of Internet businesses, has come under scrutiny.",negative,-0.8558971881866455
2015-11-23,"But today, the numbers tell a different story.",neutral,-0.005948424339294434
2015-11-23,Barry Diller’s Business Model Bears Fruit,neutral,0.06328218430280685
2015-11-25,"Mr. Rice, 60, is the founder of Barry Rice Architects, based in New York.",neutral,0.029315410181879997
2015-11-25,"Before that, Mr. Rice spent 13 years at Robert A.M. Stern Architects.",neutral,0.0017630737274885178
2015-11-25,A Conversation With Barry Rice,neutral,0.03254302218556404
2015-11-30,Movies — in particular one movie -- have started to drive Disney’s stock.,neutral,0.09991856664419174
2015-11-30,The question is whether that is sustainable.,neutral,0.013566983863711357
2015-11-30,Disney’s ‘Star Wars’ Attracts Investors in Midst of ESPN Woes,positive,0.4296938180923462
2015-12-02,"Informational and game apps provide news updates, tell the “Star Wars” story and offer opportunities to act out the popular movie franchise.",neutral,0.06100333109498024
2015-12-02,Video Feature: ‘Star Wars’ Apps Keep the Force With You Till Movie Arrives,neutral,0.03225361555814743
2015-12-07,"YouTube says that this year people have watched videos unveiling items like toys and iPhones more than 1.1 billion times, for a total of 60 million hours.",neutral,-0.03115399181842804
2015-12-07,‘Unboxing’ Videos a Gift to Marketers,neutral,0.0367916077375412
2015-12-08,The infusion of cash from the family-friendly Disney into the racy and brash Vice could be taken as a sign of the challenges facing traditional cable companies.,positive,0.7449758052825928
2015-12-08,Disney Invests $200 Million More in Vice Media to Support New Programming,positive,0.6063518524169922
2015-12-15,"For Disney, the Los Angeles premiere, which overflowed from the Dolby to two adjacent theaters, was an overt celebration of its 2012 decision to get into the “Star Wars” business.",positive,0.5378591418266296
2015-12-15,"‘Star Wars: The Force Awakens’ Has World Premiere, No Expense Spared",neutral,0.0844137892127037
