Date,Sentence,Prediction,sentimentScore
2014-03-10,China’s Tencent to Buy Stake in JD.com as Part of E-Commerce Push,neutral,0.1375969797372818
2014-03-12,The organization has helped energize the local start-up community.,positive,0.8040351271629333
2014-03-12,What 1 Million Cups Has Meant to Kansas City,neutral,0.08476483076810837
2014-03-13,"The desktop search advertising business, long the most reliably profitable on the web, will decrease $1.4 billion this year, according to eMarketer, while mobile search revenue will nearly double.",negative,-0.9504167437553406
2014-03-13,"Weakened by Mobile, Desktop Search Advertising Is Declining",negative,-0.9189462661743164
2014-03-14,"As spring comes into view, it’s time to manage which apps and services have access to your social accounts and can see everything you’re doing.",neutral,0.009690865874290466
2014-03-14,Spring Cleaning Who Has Access to Your Data,neutral,-0.11638474464416504
2014-03-15,"Hicham Oudghiri, a co-founder of Enigma, demonstrated an application of his company’s service during the TechCrunch Disrupt conference in 2013.",neutral,0.12621945142745972
2014-03-15,A Demonstration of Enigma,neutral,0.10104615986347198
2014-03-17,"To keep tabs on passengers, carriers are using gadgets like Google Glass headsets and systems that monitor social media, raising privacy concerns.",negative,-0.9091825485229492
2014-03-17,Airlines Use Digital Technology to Get Even More Personal,neutral,0.044353827834129333
2014-03-18,The legal dispute began in 2007 over allegations by Viacom that its material was appearing on YouTube without permission.,negative,-0.9026828408241272
2014-03-18,Viacom and YouTube Settle Suit Over Copyright Violations,negative,-0.8403550982475281
2014-03-19,"Posts on Secret, an app that allows users to upload anonymous messages, can range from benign to inappropriate, and they are testing the tech industry’s appetite for sharing.",negative,-0.6496175527572632
2014-03-19,Daily Report: Anonymous Social App Offers a Hotbed of Silicon Valley Gossip,neutral,0.10326990485191345
2014-03-20,The world’s biggest social network introduced on Thursday a new open-source software language that is focused on helping to build interactive web pages.,neutral,0.38740816712379456
2014-03-20,"Besides winning geek credibility, it’s the latest version of a decades-old effort in tech to win over as many developers as possible.",positive,0.7966867089271545
2014-03-20,"Facebook’s Hack, a Language of Tech Competition",neutral,-0.3067629337310791
2014-03-21,"David O’Neil, a longtime Justice Department official, will assume the role of acting assistant attorney general on Monday, overseeing some major investigations into Wall Street and corporate misdeeds.",neutral,0.01944977045059204
2014-03-21,Justice Department Names New Leader for Criminal Division,neutral,0.11924934387207031
2014-03-22,"Saying their own country stifles new business, French innovators are finding opportunity elsewhere — especially in London.",neutral,0.21767228841781616
2014-03-22,"Au Revoir, Entrepreneurs",neutral,0.09840045869350433
2014-03-24,Coding instructors say there is a cadre of people in their 40s and 50s who have either grown tired of their current careers or see coding as the way to job security.,neutral,-0.15726338326931
2014-03-24,Leaving the Comfort Zone to Learn Computer Code,neutral,-0.10267339646816254
2014-03-25,"Google is getting serious about taking on Amazon Web Services, with sharply cheaper prices and new features.",positive,0.7204095721244812
2014-03-25,"Just as important, Google is vowing that prices will continue to fall in line with Moore’s Law.",neutral,-0.00961729884147644
2014-03-25,"The idea is to win companies for the long term, and let them use Google tools.",neutral,0.2307712435722351
2014-03-25,"Google’s Bigger, Cheaper Cloud",positive,0.5218547582626343
2014-03-27,"Government officials in the United States and overseas made fewer requests for the private data of Yahoo users in the second half of 2013, but such requests continued to rise at Google, the companies said on Thursday.",positive,0.2967752516269684
2014-03-27,Government Data Requests Fall at Yahoo But Rise at Google,negative,-0.9181786775588989
2014-03-28,Box’s documents filed for its initial public offering show that the cloud-storage firm is losing a lot of money.,negative,-0.9560540318489075
2014-03-28,There’s another way to say this: It’s giving customers lots of services for free.,neutral,0.07465449720621109
2014-03-28,And it’s not alone.,neutral,0.07229651510715485
2014-03-28,The Tech Bubble’s Silver Lining: Cheap Services for Everyone,neutral,0.017653688788414
2014-03-29,Moves by older incumbents and young giants show that 2014 is the year computing everywhere comes into its own.,neutral,0.09455790370702744
2014-03-29,Now it’s time for big development.,neutral,0.21345868706703186
2014-03-29,Looking for the next frontier?,neutral,0.007038414478302002
2014-03-29,"There was plenty of that, too.",neutral,0.061224084347486496
2014-03-29,Cloud Computing’s Watershed Week,neutral,0.31747883558273315
2014-03-31,A court battle between Apple and Samsung over patents could have a bigger effect on Google’s Android operating system.,negative,-0.8903610706329346
2014-03-31,Daily Report: Apple-Samsung Patent Face-Off Has Google in Crossfire,negative,-0.933479368686676
2014-04-01,"Companies like Google, Amazon, PayPal and Apple are looking for the route to dominance over future alternatives, both real-world and virtual, to cash and credit cards.",neutral,0.45231834053993225
2014-04-01,Tech Titans Are Vying to Be Your Pocketbook,neutral,0.03621435910463333
2014-04-02,"Starting Thursday, the GOOG stock symbol will represent a new class of nonvoting shares.",neutral,0.047369103878736496
2014-04-02,And the Standard & Poor’s 500-stock index will now reflect 501 stocks.,neutral,0.04472377151250839
2014-04-02,The Many Classes of Google Stock,neutral,0.028505589812994003
2014-04-03,"Citing concerns that its smoke and carbon monoxide detector might be unintentionally turned off, Nest Labs is halting sales of the product and disabling a feature that allows users to turn it off with a wave.",negative,-0.9460307359695435
2014-04-03,Nest Labs Stops Selling Its Smoke Detector,negative,-0.854638397693634
2014-04-04,"Citing concerns that its smoke and carbon monoxide detector might be unintentionally turned off, Nest Labs is halting sales of the product and disabling a feature that allows users to turn it off with a wave.",negative,-0.9460307359695435
2014-04-04,Daily Report: Nest Halts Sales of Smoke Detectors,negative,-0.9244289994239807
2014-04-07,"With the age of folding maps all but over, Roadtrippers.com is channeling the flood of online travel resources into a route planning site.",neutral,0.061660803854465485
2014-04-07,Website Collects Online Information for Road Trips,neutral,-0.006323963403701782
2014-04-08,Tech firms may find no-poaching pacts costly.,negative,-0.8030346035957336
2014-04-08,| Guy Hands appears to have a green thumb.,neutral,-0.0058047715574502945
2014-04-08,| SAC Capital Advisors quietly rechristens itself Point72 Asset Management.,neutral,-0.012587688863277435
2014-04-08,| Equity fund buys matzo maker.,positive,0.7050880789756775
2014-04-08,Questioning the Valley’s No-Poaching Pacts,neutral,-0.25543469190597534
2014-04-11,Tax revenues soar.,positive,0.8537775278091431
2014-04-11,Online reviews vanish.,negative,-0.6542612314224243
2014-04-11,And why a New York restaurant does Google searches on customers who make reservations.,neutral,-0.3130689263343811
2014-04-11,Today in Small Business: Paying Employees to Quit,neutral,-0.3855876624584198
2014-04-12,"Google is not officially a defendant in this case, but most of Samsung’s phones include Android, and some of the Apple patents involve features that Google put in Android.",neutral,-0.02738151140511036
2014-04-12,Samsung Calls on Google Executive to Defend Innovation,negative,-0.5446439981460571
2014-04-14,"Following in Facebook’s footsteps, Google said Monday that it had purchased Titan Aerospace, the maker of high-altitude drone satellites, which will be used to take photos of the earth and to connect people to the Internet.",positive,0.5951575040817261
2014-04-14,"With Purchase of Drone Maker, Google Sees a Fleet of Satellites",neutral,0.44818249344825745
2014-04-15,A look at some corporate tax loopholes.,neutral,0.027723202481865883
2014-04-15,| Zebra Technologies is buying Motorola Solutions’ enterprise business.,neutral,0.10128051787614822
2014-04-15,| A courtroom illustrator captures the downfall of Wall Street criminals.,neutral,-0.04204258695244789
2014-04-15,| A hedge fund manager bets on G.M.,negative,-0.688114583492279
2014-04-15,| Google buys a drone maker.,neutral,0.3374350368976593
2014-04-15,Dreaming of Corporate Tax Breaks,neutral,-0.16257545351982117
2014-04-16,"Researchers found a way to trace whether attackers have used Heartbleed and found that, since January, nobody was exploiting the bug before its disclosure last week.",neutral,-0.27568817138671875
2014-04-16,Study Finds No Evidence of Heartbleed Attacks Before the Bug Was Exposed,neutral,-0.43799078464508057
2014-04-17,"Google is lifting up the hood of its new Lens Blur feature for its camera app, showing how the company can make a photo taken on a smartphone look like it was shot with an SLR camera.",positive,0.4565999209880829
2014-04-17,Google Uses Algorithms to Create SLR-Like Photos,neutral,-0.015357140451669693
2014-04-18,"Using Google’s Street View technology, sponsors of the New York International Auto Show are creating a virtual exhibition online.",neutral,0.03169289231300354
2014-04-18,"At 2014 New York Auto Show, Just Click to Kick the Tires",neutral,-0.08993010222911835
2014-04-19,"At some point very soon, a large amount of public information, like a car license plate, will be part of a mosaic portraying personal lives.",neutral,0.01940959319472313
2014-04-19,"At that point, believers in technology say, we’ll build a better society by eliminating deceit.",positive,0.6909181475639343
2014-04-19,"Some say, however, that deferral to data comes at the expense of people making real choices about how to behave.",negative,-0.5384432077407837
2014-04-19,How Urban Anonymity Disappears When All Data Is Tracked,neutral,-0.31650131940841675
2014-04-21,"The question, analysts say, is how a payments start-up like Square can make itself into more than just another middleman.",neutral,0.10504579544067383
2014-04-21,"For Square, Making Money Remains a Challenge",neutral,0.0308174267411232
2014-04-22,The personal care brand Burt’s Bees is promoting anti-aging products in messages that will appear as appointments in electronic calendars.,neutral,0.06476455181837082
2014-04-22,"For a New Burt’s Bees Line, Check Your Calendar",neutral,-0.043505407869815826
2014-04-23,Planned new rules would allow an Internet provider to negotiate separately with content companies like Disney or Google and charge for priority service.,neutral,0.056317251175642014
2014-04-23,"F.C.C., in a Shift, Backs Fast Lanes for Web Traffic",neutral,0.2649756073951721
2014-04-24,"Apple, Google, Intel and Adobe reached an agreement with plaintiffs over charges that the companies conspired not to hire one another’s employees.",negative,-0.474345862865448
2014-04-24,Tech Giants Settle Antitrust Hiring Suit,negative,-0.49410319328308105
2014-04-25,"For a second quarter in a row, the Internet retailer’s stock fell sharply after its earnings report, suggesting that investors may be growing wary.",negative,-0.9667434096336365
2014-04-25,Amazon’s Shrinking Profit Sets Off a Seismic Shock to Its Shares,negative,-0.9503753185272217
2014-04-28,"Shows can be saved manually, but there are also ways to automatically keep files backed up.",neutral,-0.00216599740087986
2014-04-28,"Also, blocking Facebook game requests.",negative,-0.5245748162269592
2014-04-28,How to Back Up iTunes Podcasts,neutral,0.05424745753407478
2014-04-29,The ruling is the strongest statement yet by an antitrust authority against the use of vital patents for mobile digital devices to stymie rivals.,positive,0.5058363080024719
2014-04-29,Europe’s Antitrust Chief Censures Google’s Motorola Mobility Over Key Patents,negative,-0.9068577289581299
2014-04-30,Lawyers for Apple and Samsung presented closing arguments in the latest billion-dollar patent dispute between the mobile phone and tablet makers.,negative,-0.49722567200660706
2014-04-30,"Apple and Samsung Cite, and Rebut, Internal Memos in Patent Case",neutral,-0.021840766072273254
2014-05-01,"Microsoft raced to issue a fix Thursday to a vulnerability in its Internet Explorer browser, which security researchers believe was being exploited by nation-state sponsored attack groups.",negative,-0.27722859382629395
2014-05-01,"Attackers Use Microsoft Security Hole Against Energy, Defense, Finance Targets",negative,-0.5187541842460632
2014-05-02,The Obama administration released a long-anticipated report on Thursday that recommends requiring private companies to disclose the kind of information they gather from their customers online.,neutral,-0.04967930167913437
2014-05-02,Daily Report: White House Calls for More Privacy Protections,neutral,0.22368913888931274
2014-05-05,A science and technology advisory group to President Obama described online privacy practices as a “market failure” in a report issued last week.,negative,-0.8480277061462402
2014-05-05,"The answer, the group said, must be to shift the primary burden for protecting personal privacy online to the “commercial user of big data and not on the consumer.”",neutral,0.16131947934627533
2014-05-05,White House Tech Advisers: Online Privacy Is a ‘Market Failure’,negative,-0.8623921275138855
2014-05-06,Plus how to discontinue a Google Alert.,neutral,0.014212226495146751
2014-05-06,Using Mac Notifications and Multi-Touch Gestures,neutral,0.0034880153834819794
2014-05-07,Google updates its Maps smartphone app with lane guidance and other improvements; New Jersey lawmakers consider letting Tesla sell cars to consumers.,positive,0.628677487373352
2014-05-07,Wheelies: The Lane-Minder Edition,neutral,0.0553070530295372
2014-05-08,The Federal Trade Commission’s privacy agreements with tech companies haven’t led to a general improvement in privacy.,positive,0.8783034086227417
2014-05-08,Another Tech Company Finds the F.T.C.,negative,-0.6796108484268188
2014-05-08,Looking Over Its Shoulder,neutral,-0.1330229490995407
2014-05-09,Plus deleting old Passbook cards on your iPhone.,neutral,-0.09786771237850189
2014-05-09,What It Means When Google ‘Verifies’ an App,neutral,-0.03120635449886322
2014-05-12,"Michael Devine, one of four plaintiffs named in the class action against Apple, Google, Intel and Adobe, has asked the judge in the case to reject the settlement his own lawyers negotiated.",negative,-0.7440369725227356
2014-05-12,Daily Report: Plaintiff in Silicon Valley Suit Asks Judge to Reject Proposed Deal,negative,-0.7160396575927734
2014-05-13,"Eric Schmidt, the executive chairman of Google, was appointed last month to a commission advising New York State on how to invest $2 billion it plans to spend on technology in schools.",neutral,0.13925333321094513
2014-05-13,Google does a brisk business marketing its software to schools.,neutral,0.2786996364593506
2014-05-13,"Consumer Watchdog, an advocacy group, has filed an ethics complaint with a state agency, claiming a conflict of interest.",negative,-0.924763023853302
2014-05-13,Eric Schmidt Has an Interest.,neutral,0.021271271631121635
2014-05-13,Is It a Conflict?,negative,-0.566122829914093
2014-05-14,The software company’s new Spark operating system will run on its new model and be available at no cost to users of other 3-D printers.,neutral,0.24373388290405273
2014-05-14,Autodesk Unveils Open-Source 3-D Printing System,neutral,0.06982769072055817
2014-05-15,"A basic online tool for people to ask Google to take down potential harmful links would be in place in about two weeks, a top German regulator said.",neutral,0.054070379585027695
2014-05-15,"After European Court Decision, Google Works on a Tool to Remove Links",neutral,-0.1787734031677246
2014-05-17,"Apple and Google, fierce rivals in mobile software, agreed to dismiss patent lawsuits related to smartphone technology between the two companies.",negative,-0.06779006123542786
2014-05-17,Apple and Google End Patent Fights,neutral,-0.1505477875471115
2014-05-19,AT&T has agreed to buy DirecTV for $48.5 billion.,neutral,0.46910515427589417
2014-05-19,| AstraZeneca has rejected Pfizer’s “final” offer.,negative,-0.9059973955154419
2014-05-19,| Google may buy the video game service Twitch.,neutral,0.05132337287068367
2014-05-19,| Deutsche Bank plans to raise fresh capital.,positive,0.711161196231842
2014-05-19,AT&T’s Move for DirecTV,neutral,0.052901044487953186
2014-05-20,Joaquín Almunia said that he might yet file formal charges if his inquiry determines that more changes are needed in a case involving search results.,negative,-0.7575913667678833
2014-05-20,E.U.,neutral,0.04360159859061241
2014-05-20,Antitrust Chief Casts Doubt on Google Deal Over Rivals’ Links,negative,-0.8032466769218445
2014-05-21,"Lightweight, inexpensive computers based on Google’s Chrome operating system are gaining acceptance as users learn to live in the cloud.",positive,0.6852627992630005
2014-05-21,Chromebooks Win Buyers Ready to Live in the Cloud,positive,0.6243686676025391
2014-05-27,A European court’s ruling on the ability to erase links to negative information may not solve the issue of harm to a person’s reputation.,negative,-0.8333167433738708
2014-05-27,It’s Not as Simple as Asking to ‘Be Forgotten’ by Google,neutral,-0.1323019415140152
2014-05-28,"Google on Wednesday released statistics on the makeup of its work force, providing numbers that offer a stark glance at how Silicon Valley remains a white man’s world.",neutral,0.10832208395004272
2014-05-28,"Google Releases Employee Data, Illustrating Tech’s Diversity Challenge",neutral,0.2197599709033966
2014-05-29,"John J. Leonard, a veteran Massachusetts Institute of Technology roboticist, thinks that Google is trying to tackle tremendous challenges in its autonomous driving project.",positive,0.5736562013626099
2014-05-29,"Police, Pedestrians and the Social Ballet of Merging: The Real Challenges for Self-Driving Cars",neutral,0.05271594226360321
2014-05-30,A recent court ruling in Europe has accelerated requests that Internet search companies expunge individuals’ data.,negative,-0.4774796664714813
2014-05-30,"Once a contested item is online, however, the genie will not easily go back in the bottle.",neutral,-0.12027372419834137
2014-05-30,Daily Report: Hurdles to Privacy on Web in Europe,negative,-0.4754906892776489
2014-06-01,"While the connected home will offer plenty of conveniences in the operation of locks, lights and appliances, there likely will also be problems around privacy and other concerns.",neutral,-0.23063765466213226
2014-06-01,"Intruders for the Plugged-In Home, Coming In Through the Internet",neutral,-0.13553811609745026
2014-06-02,"Plus, how to move photos from a cellphone to a Kindle Fire.",neutral,0.008863523602485657
2014-06-02,Filtering Out Unwanted Gmail Messages,negative,-0.5217178463935852
2014-06-03,"On Tuesday, Google announced plans to provide a new way to encrypt information that will make government snooping and hacking more difficult.",positive,0.5095407366752625
2014-06-03,Google Offers New Encryption Tool,neutral,0.12430773675441742
2014-06-04,The labels say that YouTube has threatened to block their content if they refuse licensing terms they see as inferior to those offered to big labels.,negative,-0.9179802536964417
2014-06-04,Small Record Labels Ask Regulators to Intervene in YouTube Dispute,negative,-0.5075318217277527
2014-06-06,"The web-based car ride service raised another $1.2 billion from investors at a $17 billion valuation, attaining a net worth almost unheard-of among start-ups.",positive,0.8884456157684326
2014-06-06,Uber Attains Eye-Popping New Levels of Funding,positive,0.8883134722709656
2014-06-07,Internet companies like Google and Facebook are working to keep governments and their spy agencies out of their servers after revelations that they had been invaded.,negative,-0.8406630754470825
2014-06-07,Internet Giants Erect Barriers to Spy Agencies,neutral,-0.20497086644172668
2014-06-09,"Plus, making movies with Microsoft products.",neutral,0.014447299763560295
2014-06-09,Using iPhoto’s Contact Sheet Feature to Save Paper,neutral,-0.017007336020469666
2014-06-10,"Though Google will initially use Skybox’s satellite offerings to improve its mapping service, the technology giant will likely use its latest acquisition to help expand its Internet access services — joining balloons and drones.",positive,0.8696039915084839
2014-06-10,Google to Buy Skybox Imaging for $500 Million,neutral,0.04160144552588463
2014-06-11,The key to using your cloud services without an Internet connection is preparation.,neutral,0.01631586253643036
2014-06-11,"With a Bit of Planning, Keep the Cloud With You Always — Even Offline",neutral,-0.03539664298295975
2014-06-12,"The financing round in the start-up, which offers cloud-based software on a subscription basis, is being led by Tiger Global Management and includes Google Capital and Accel Partners.",neutral,0.10100225359201431
2014-06-12,Freshdesk Raises $31 Million for Customer Support Software,positive,0.7621458768844604
2014-06-16,"Plus, how to remove books from the Kindle screen.",neutral,-0.030632968991994858
2014-06-16,Reclaim the Firefox Search Box,neutral,0.01858145371079445
2014-06-17,Privacy groups say the government contends that data transmitted through foreign-based services like Facebook lacks the legal protection of domestic communication.,negative,-0.8681881427764893
2014-06-17,Daily Report: British Spy Agencies Are Said to Claim Right to Intercept Web Communications,neutral,-0.02865271270275116
2014-06-18,"By the end of June, a team, led by the search company’s legal department, will start removing web links in Europe for some users that have made online requests.",negative,-0.8910837769508362
2014-06-18,Google Ready to Comply With ‘Right to Be Forgotten’ Rules in Europe,neutral,0.15592889487743378
2014-06-19,"The temporary order, granted last Friday by the Supreme Court of British Columbia, emerged from protracted litigation between two companies that were once closely connected.",neutral,0.0721568763256073
2014-06-19,Canadian Judge Says Google Must Remove Links Worldwide,negative,-0.8708019256591797
2014-06-20,Will Google’s new portal help small businesses?,neutral,0.0995049849152565
2014-06-20,Is it time to stop paying attention to click-through rates?,negative,-0.49991124868392944
2014-06-20,And why you should give your sales force a checkup.,neutral,0.022812485694885254
