Date,Sentence,Prediction,sentimentScore
2007-04-14,Comcast is warning its customers to limit their bandwidth or face a one-year termination of service.,negative,-0.9443102478981018
2007-04-14,"Say Good Night, Bandwidth Hog",neutral,0.05142771080136299
2007-04-29,"Despite a number of challenges, Sony has outperformed the Walt Disney Company, Time Warner and Comcast over the past two years.",positive,0.13699090480804443
2007-04-29,"One Crisis After Another, but Sony Shares Keep Surging",negative,-0.26999810338020325
2007-05-01,"Comcast said Monday it would pay $570 million for an interest in two regional cable sports networks, one in San Francisco and the other in New England.",neutral,0.1350346803665161
2007-05-01,"In a cash transaction withRainbow Media Holdings, Comcast will purchase a 60 percent interest in FSN Bay Area and a 50 percent interest in FSN New England.",neutral,0.12317346036434174
2007-05-01,Comcast Takes Stake in Cable Networks,neutral,0.019885843619704247
2007-06-05,"The high-profile Internet start-up Joost has hired Michelangelo Volpi, 40, as its new chief executive.",neutral,0.07784818112850189
2007-06-05,"Ex-Cisco Executive to Lead Joost, Internet TV Provider",neutral,0.03690462186932564
2007-07-07,"While corporate America’s family sagas are often mired in public drama, Comcast’s smooth father-to-son handoff offers a different model.",neutral,0.1424117535352707
2007-07-07,Giving Nepotism a Good Name,neutral,0.08712434768676758
2007-07-27,"The largest cable television provider in the U.S. saw a 28 percent increase in second-quarter profits, fueled by an increase in customers.",positive,0.9314311742782593
2007-07-27,"Comcast’s Profit Jumps 28%, but Spending Worries Investors",negative,-0.8807095885276794
2007-07-27,"The morning headlines, with news about Microsoft, Yahoo, Twitter, Comcast, the BBC, and HBO.",neutral,0.040514081716537476
2007-07-27,Quick Bits:  A News Roundup,neutral,-0.02638186886906624
2007-08-10,"In the news today: Google and Microsoft battle with online storage, Universal Music tries to assert control, Comcast offers free Web video, and more.",neutral,0.10128355026245117
2007-08-10,"Quick Bits: AT&T Sorry About Censorship, Fraudsters Invade Second Life",neutral,-0.3482852876186371
2007-09-26,A video short that Comcast is running on behalf of the Partnership for a Drug-Free America.,neutral,0.008266827091574669
2007-09-26,Comcast Video Short,neutral,0.034657612442970276
2007-10-23,Comcast tries to explain BitTorrent blocking reports.,negative,-0.577586829662323
2007-10-23,"It manages the traffic for the average user and sometimes larger users of the pipes will find their content delayed, not blocked, the company says.",negative,-0.559444785118103
2007-10-23,"Comcast: We’re Delaying, Not Blocking, BitTorrent Traffic",neutral,-0.10782314836978912
2007-10-23,Comcast endures technical errors during its defense of Internet blocking,negative,-0.888853132724762
2007-10-23,That Comcastic Voice and Data Network,neutral,0.014342792332172394
2007-10-26,"Comcast’s programming unit — including the cable networks E!, Style, Versus, G4, and the Golf Channel — is doing well.",positive,0.9251676797866821
2007-10-26,"It reported a 27 percent increase in third-quarter revenue yesterday, to $330 million.",positive,0.9286937713623047
2007-10-26,Comcast Up and Comcast Down,neutral,-0.08967240899801254
2007-10-27,Comcast customers report sharing disruptions; venture capitalists go shopping and more.,negative,-0.9591472744941711
2007-10-27,Sharing Is Never Easy,neutral,-0.11768047511577606
2007-10-29,"Created by NBC and Fox to bring free television to the Web, Hulu plans to begin sending videos to its partners, Microsoft, AOL, MySpace, Yahoo and Comcast.",neutral,0.30703380703926086
2007-10-29,"Hulu Readies Its Online TV, Dodging the Insults",negative,-0.5365963578224182
2007-11-10,The battle between the N.F.L.,negative,-0.6659920811653137
2007-11-10,and cable television providers heats up as the N.F.L.,neutral,0.08386482298374176
2007-11-10,turns to the F.C.C.,neutral,0.03672006353735924
2007-11-10,to try to get its way.,neutral,0.05404805392026901
2007-11-10,Note to N.F.L.,neutral,0.03589772433042526
2007-11-10,: High Prices Cut Demand,negative,-0.9089545011520386
2007-11-24,"As appealing as à la carte cable may sound, there is a reason that Congress has not taken the bait: it would be a consumer disaster.",neutral,-0.24698138236999512
2007-11-24,Bland Menu if Cable Goes à la Carte,negative,-0.41430872678756714
2007-11-26,The cable industry heavily lobbied the commission and allies in Congress to kill a proposal that would give the F.C.C.,negative,-0.5645413994789124
2007-11-26,the power to more tightly regulate the industry.,neutral,0.10253419727087021
2007-11-26,F.C.C.,neutral,0.030943963676691055
2007-11-26,Chief Seeks Votes to Tighten Cable Rules,neutral,-0.0351124107837677
2007-11-29,The head of the F.C.C.,neutral,-0.004059404134750366
2007-11-29,"has proposed quick adoption of a rule that would prevent Comcast, the nation’s largest cable company, from growing larger.",negative,-0.5207673907279968
2007-11-29,Size Limits for Cable Look Likely,neutral,0.020005617290735245
2007-11-29,"Coming off a setback at the hands of the cable television industry, the head of the Federal Communications Commission moved to reassert himself on Wednesday by proposing that the commission quickly adopt a rule that would prevent Comcast, the nation’s biggest cable company, from becoming larger, commission officials said.",neutral,-0.308839350938797
2007-11-29,F.C.C.,neutral,0.030943963676691055
2007-11-29,Chief Moves to Limit Comcast and Help Tribune,negative,-0.5742887258529663
2007-12-10,TiVo is trying to climb into the black by working with the companies it once threatened and moving away from the hardware that it pioneered.,neutral,-0.09587518870830536
2007-12-10,TiVo Shifts to Help Companies It Once Threatened,neutral,0.1233501136302948
2008-01-03,"The Weather Channel, one of the last privately owned cable channels, is being put up for sale and could fetch $5 billion.",neutral,0.03991985321044922
2008-01-03,Chain Said to Seek Bids for Weather Channel,neutral,0.047575194388628006
2008-01-08,A plan aims to offer Comcast subscribers a nearly limitless supply of movies and TV shows that can be viewed on demand and through the Internet.,neutral,0.16110295057296753
2008-01-08,Comcast Plans to Offer a Huge Menu of Films,neutral,0.06704731285572052
2008-01-18,"Is the performance of Comcast‘s chief executive, Brian Roberts, a “Comcastrophe”?",neutral,-0.1640872061252594
2008-01-18,Investor Calls for Ouster of Comcast Chief,negative,-0.7818169593811035
2008-01-30,"Patrick Gottsch, the founder and president of RFD-TV, a cable channel that carries Don Imus’s show “but primarily chronicles life in rural America, said on Wednesday morning that he had signed an affiliation agreement with Comcast, the nation’s largest cable operator,” Jacques Steinberg reports.",positive,0.8939042091369629
2008-01-30,Imus Closer to a Return to TV,neutral,0.00846216082572937
2008-01-30,"LAS VEGAS — Video on demand, as popularized by HBO and the major cable operators, doesn’t have the cachet of online video but is increasingly gaining viewers, said Matthew Strauss, the senior vice president for new media at Comcast Cable, at a panel discussion at the National Association of Television Program Executives conference on Tuesday.",neutral,0.24733850359916687
2008-01-30,Growing Demand for Video on Demand,neutral,0.44972607493400574
2008-02-11,A look at some of this week’s major business events coming this week.,neutral,0.020072977989912033
2008-02-11,This Week’s Major Business Events,neutral,-0.014667071402072906
2008-02-13,"In a filing with the FCC, Comcast makes the aggressive case that Internet service providers should be able to clamp down on peer-to-peer programs, as part of what it calls “reasonable network management.”",positive,0.47022491693496704
2008-02-13,Comcast: We Need to Play Internet Traffic Cop,neutral,0.012092692777514458
2008-02-16,"“Bundling” sounds sweet, doesn’t it?",neutral,0.024780452251434326
2008-02-16,Like swaddling a baby.,neutral,-0.01509033888578415
2008-02-16,But don’t let it fool you — the communications version of it is not such a simple pleasure.,neutral,0.01640394516289234
2008-02-16,All-in-One Telecom Packages: The Savings Don’t Come Simple,neutral,-0.10257329046726227
2008-02-26,The commission is considering taking steps to discourage cable and telephone companies from delaying the downloads and uploads of heavy Internet users.,neutral,-0.2796522378921509
2008-02-26,F.C.C.,neutral,0.030943963676691055
2008-02-26,Weighing Limits on Slowing Web Traffic,negative,-0.38659921288490295
2008-03-10,The nation’s six largest cable companies are planning a jointly owned company that would allow national advertisers to buy customized ads across their systems.,neutral,0.2666824460029602
2008-03-10,Cable Firms Join Forces to Attract Focused Ads,neutral,0.2651650309562683
2008-03-14,"It has been four years since Comcast, the cable company, abandoned its hostile bid for Walt Disney.",neutral,-0.12371430546045303
2008-03-14,"So when is Brian L. Roberts, Comcast’s chief executive, going to start striking deals again?",neutral,0.03818256035447121
2008-03-14,The Choice Facing Comcast’s Roberts,neutral,-0.05411791056394577
2008-03-22,Introducing even a hint of negativity into a review or article will bring down the wrath of Apple’s most fanatical fans.,negative,-0.7386724948883057
2008-03-22,The Thin Skin of Apple Fans,neutral,-0.19560828804969788
2008-03-28,"Comcast said that instead of interfering with specific online applications, it will manage traffic by slowing the Internet speeds of its most bandwidth-hogging users when traffic is busiest.",neutral,0.06934954971075058
2008-03-28,Comcast Adjusts Way It Manages Internet Traffic,neutral,0.0035140030086040497
2008-03-31,"Comcast is squeezing more high definition cable networks onto its systems, causing some users to notice lower picture quality.",negative,-0.9341051578521729
2008-03-31,Its defense: Everyone else does it.,neutral,-0.028934000059962273
2008-03-31,Comcast’s Blurry High Definition Picture,neutral,-0.39615029096603394
2008-04-02,Comcast will introduce a new high-speed Internet technology in the Twin Cities area this week.,positive,0.6373932361602783
2008-04-02,Comcast to Bring Speedier Internet to St. Paul,positive,0.7868722677230835
2008-04-08,"Reuters: “Comcast Corp. urged a U.S. appeals court on Tuesday to overturn a decision by federal regulators, who refused to a waive a rule designed to open up the market for cable TV set-top boxes.”",negative,-0.4030342102050781
2008-04-08,Comcast Asks Court to Reverse FCC Set-Top Box Rule,negative,-0.7142717838287354
2008-04-17,Comcast said it will develop a bill of rights for the use of peer-to-peer file-sharing programs.,neutral,0.21316134929656982
2008-04-17,"The announcement was scorned on the blogs, but Comcast is actually promising to give the net neutrality advocates much of what they have demanded.",neutral,0.25144025683403015
2008-04-17,Comcast’s Concession to Net Neutrality,neutral,0.09936466813087463
2008-04-17,"Richard Sandomir reports: Comcast is turning to Mike Weisman, a 35-year veteran of sports producing, to “improve the quality of its national sports networks — the Golf Channel and Versus — and its eight regional sports networks and two channels devoted to the Mountain West Conference and southeastern regional sports.”",positive,0.8681508898735046
2008-04-17,Comcast Hires Consultant to Improve Sports Channels,positive,0.786965548992157
2008-04-18,Robert Topolski simply wanted to share digital recordings of barber shop quartets with his buddies.,neutral,-0.0011810492724180222
2008-04-18,"When Comcast stopped him, he got the Federal Communications Commission involved.",negative,-0.5505784153938293
2008-04-18,"The second commission meeting on the issue, in Palo Alto, Calif., included renowned law professors and computer scientists –and the Raging Grannies.",neutral,0.021672865375876427
2008-04-18,The Raging Grannies Greet the F.C.C.,neutral,-0.05136939883232117
2008-04-30,"Warner Brothers will now start making films available for online rental, such as through Apple TV, and on cable pay-per-view systems, the same day that it releases them to DVD.",neutral,0.2979663014411926
2008-04-30,This isn’t surprising since it makes three times more money from a digital rental than one on a disc.,neutral,0.07851019501686096
2008-04-30,Warner Brothers To Rent Movies Online Sooner,neutral,-0.011787179857492447
2008-05-01,"Reuters reports: “Comcast Corp., the largest U.S. cable operator, on Thursday posted a fall in first-quarter net profit and a drop in basic video subscribers as it faced fierce competition from phone and satellite companies.”",negative,-0.9708214402198792
2008-05-01,Comcast Quarterly Profit Declines; Programming Segment Posts Gains,negative,-0.9633036851882935
2008-05-07,"The group, which includes Sprint Nextel and Google, will announce a $12 billion venture to build a new generation of nationwide wireless data networks.",positive,0.6201893091201782
2008-05-07,A Technology Consortium Plans a Wireless Network,neutral,0.0377824530005455
2008-05-07,A consortium plans to build the first of a new generation of nationwide wireless data networks in a $14.5 billion deal.,positive,0.6111509203910828
2008-05-07,Technology Group Plans Wireless Network,neutral,0.023909498006105423
2008-05-07,"In its effort to crack down on people who are very heavy users of file sharing systems, Comcast is considering limiting the bandwidth use of its Internet customers.",neutral,-0.1118050366640091
2008-05-07,But the limit it is proposing — 250 gigabytes — is so large it would allow users to watch 11 hours of Internet video each day.,neutral,0.05743255838751793
2008-05-07,Comcast’s Near-Unlimited Bandwidth Limits,neutral,0.0007544383406639099
2008-05-14,Comcast wants to be a sort of Facebook of video sharing.,neutral,0.008272992447018623
2008-05-14,"If you love an episode of “Lost,” you will eventually be able to use a multi-platform connection technology and Comcast’s video-licensing agreements to share it with your friends.",neutral,0.21149784326553345
2008-05-14,It’s Complaxtic: Comcast Buys Plaxo to Bolster Video Sharing,positive,0.8090062737464905
2008-05-15,From our colleague Vindu Goel at Bits:,neutral,0.08016487210988998
2008-05-15,Comcast to Buy Plaxo to Boost Video Sharing,positive,0.8379027247428894
2008-05-24,The resiliency of cable in the Internet age is remarkable considering that prices have risen 77 percent since 1996.,positive,0.8923959732055664
2008-05-24,"Cable Prices Keep Rising, and Customers Keep Paying",neutral,0.18599927425384521
2008-05-30,"The Fancast service from Comcast is a potentially promising attempt to provide a single place to find Internet, television and offline video content.",positive,0.6287720203399658
2008-05-30,Comcast Tries to Break Some Windows,negative,-0.7446568012237549
2008-06-04,Comcast will test new devices that will keep track of its users and assemble a blacklist of heavy users.,neutral,0.30129098892211914
2008-06-04,Those on the blacklist will find that all of their online activities may slow down at peak times: from downloading movies to checking e-mail.,negative,-0.6180798411369324
2008-06-04,"The company said it would not disclose what sort of usage it takes to get on the black list, how long someone stays on it and if there is any way to get off.",neutral,-0.17889326810836792
2008-06-04,"Most significantly, Comcast won’t even tell users if they are on the black list.",negative,-0.6466187238693237
2008-06-04,Comcast Tests a New Bandwidth Throttle,neutral,0.11340811848640442
2008-06-15,Internet service providers are threatening to place limits on the online activity of their most active subscribers.,negative,-0.8260229229927063
2008-06-15,"To Curb Traffic on the Internet, Access Providers Consider Charging by the Gigabyte",neutral,-0.09767566621303558
2008-06-20,Comcast Corp. and Big Ten Network said on Thursday they had signed a long-term agreement.,positive,0.837135910987854
2008-06-20,"Comcast, Big Ten Network Reach Carriage Pact",neutral,0.04145676642656326
2008-06-23,"While Comcast didn’t succeed in buying Walt Disney a few years ago, it has now succeeded in buying a part of it, PaidContent.org reports.",positive,0.7407896518707275
2008-06-23,Comcast’s Fandango Buys Disney’s Movies.com,neutral,-0.005381247028708458
2008-06-30,"In an industry first, Sony Pictures’ movie “Hancock” will be available after its theater run over the Internet, directly to Sony Bravia TVs with a Web connection.",neutral,0.12255080789327621
2008-06-30,"A Movie on Your TV at Home, Before You Can Rent It",neutral,-0.025431115180253983
2008-07-11,"If regulators penalize Comcast for blocking some Internet file downloads, it would be a victory for advocates of an open Internet.",positive,0.5081782341003418
2008-07-11,But it could end up accelerating the move by Internet providers to make heavy users charge more.,positive,0.5010589361190796
2008-07-11,An Imminent Victory for ‘Net Neutrality’ Advocates,positive,0.5261269211769104
2008-07-12,"Kevin J. Martin’s recommendation is a strong statement in favor of network neutrality, the idea that Internet access providers should not be allowed to favor some uses of their networks over others.",positive,0.6754289269447327
2008-07-12,F.C.C.,neutral,0.030943963676691055
2008-07-12,Chief Would Bar Comcast From Imposing Web Restrictions,negative,-0.5405458211898804
2008-07-25,Some customers like the company’s responses to online criticism; others see an eerie version of “Big Brother.”,negative,-0.4409122169017792
2008-07-25,Griping Online?,negative,-0.4370887279510498
2008-07-25,Comcast Hears and Talks Back,neutral,0.022411568090319633
2008-07-30,The chairman of the Federal Communications Commission hopes that sanctioning Comcast for slowing the use of file-sharing software on its Internet connections will set a precedent for all sorts of networks.,neutral,0.1600152552127838
2008-07-30,"His view is that phone companies, Internet providers and even cable TV systems can’t tell customers what content they can see and what devices they can use.",negative,-0.5730689167976379
2008-07-30,Kevin Martin’s Open Network Manifesto,neutral,0.04805896431207657
2008-08-02,The F.C.C.,neutral,-0.008929532021284103
2008-08-02,"upheld a complaint against Comcast, which it said had illegally inhibited users of its high-speed Internet service from using popular file-sharing software.",negative,-0.9181446433067322
2008-08-02,F.C.C.,neutral,0.030943963676691055
2008-08-02,Vote Sets Precedent on Unfettered Web Usage,neutral,0.10062822699546814
2008-08-04,"For Mark Cuban, the owner of the N.B.A.’s Dallas Mavericks, buying the Tribune Company‘s Chicago Cubs is the latest in a long line of projects.",neutral,0.12553143501281738
2008-08-04,"(He’s not alone in the expensive quest; four other individuals and groups have given the debt-laden Tribune Company nonbinding offers of at least $1 billion for the team, its stake in Comcast SportsNet Chicago, and 92-year-old Wrigley Field.)",neutral,0.10444355010986328
2008-08-04,Cuban Wants the Cubs; Is Baseball Ready?,neutral,0.048907119780778885
2008-08-05,"Comcast is buying Daily Candy, the publisher of shopping and culture e-mail newsletters and Web sites, for about $125 million, people briefed on the matter told DealBook.",neutral,0.025180159136652946
2008-08-05,Comcast to Buy Daily Candy for $125 Million,neutral,0.003600051626563072
2008-08-06,"Comcast said it would buy DailyCandy, a publisher of net newsletters, for $125 million.",neutral,0.06616592407226562
2008-08-06,Comcast Buying a Publisher of Net Newsletters and Sites,neutral,0.0007364507764577866
2008-08-10,"As advertisers grow more sophisticated about behavioral targeting, and as online privacy standards vary, regulators and privacy advocates are becoming concerned.",neutral,-0.31805938482284546
2008-08-10,Web Privacy on the Radar in Congress,neutral,-0.17154188454151154
2008-08-12,Comcast and MGM said Tuesday they are teaming up to introduce a video-on-demand channel featuring action movies and TV shows.,positive,0.6943194270133972
2008-08-12,"Comcast, MGM to Launch Action Movie VOD Channel",neutral,0.08171090483665466
2008-08-21,Ryan Seacrest has signed a new deal with Comcast Entertainment Group to keep the “American Idol” host on E!,positive,0.8153586983680725
2008-08-21,through 2012.,neutral,0.03872537985444069
2008-08-21,Seacrest Signs New Deal With Comcast,positive,0.7781059741973877
2008-08-21,"After regulators ordered Comcast to devise a new method for managing its traffic, the company said it would reduce top speeds for the heaviest users for 10 to 20 minutes.",negative,-0.8696463108062744
2008-08-21,Comcast to Slow Internet Service at Times to Its Heaviest Users,negative,-0.7269151210784912
2008-08-27,"When last we left the new Big Ten Network — in a column I wrote last October — the new all-Big-Ten-sports-all-the-time network was in a long struggle to gain carriage with the big cable companies, starting with Comcast, Time Warner and Charter Communications.",neutral,-0.1456272006034851
2008-08-27,"The cable guys were outraged because the Big Ten wanted a dollar per subscriber per month — nearly triple the price commanded by, say, CNN or the USA Network — and was further demanding a primo spot on extended basic, which is where everybody who starts a network wants to be.",negative,-0.7674167156219482
2008-08-27,"For their part, the cable companies wanted to relegate the Big Ten Network to a sports tier, where the fans who watched the games would also be the ones who pay for them.",neutral,0.12415581941604614
2008-08-27,"For the record, while I do not believe in a la carte cable pricing, I do think that sports should be treated as an exception: sports channels are so expensive — ESPN alone is some $3 a month a subscriber — that it is the single biggest reason your cable bill is so high.",neutral,0.051337458193302155
2008-08-27,"Putting sports channels on a sports tier makes sense, it seems to me.",neutral,0.04715382307767868
2008-08-27,The Big Ten Wins…Sort Of,neutral,0.051545485854148865
2008-08-30,"Comcast, one of the country’s largest Internet providers, will put a 250 gigabyte-a-month cap on residential users, a move certain to create tension.",negative,-0.8751559853553772
2008-08-30,Comcast to Place a Cap on Internet Downloads,neutral,-0.29349589347839355
2008-09-04,Comcast has appealed a ruling by the Federal Communications Commission that objected to the way the cable company had slowed down the connection of some users who were trying to share video and other files.,negative,-0.9190331101417542
2008-09-04,Comcast is questioning whether the commission had the authority to impose sanctions since regulators hadn’t published a formal rule setting standards for traffic management.,negative,-0.8124080300331116
2008-09-04,Comcast Appeals F.C.C.,neutral,0.022222192957997322
2008-09-04,Sanction,neutral,0.011269908398389816
2008-12-02,Why can’t TVs get Internet content?,neutral,-0.1226411908864975
2008-12-02,Blame years of tortuous negotiations between TV makers and the cable industry over issues like the channel guide.,negative,-0.8199560642242432
2008-12-02,How Comcast Controls Sony’s Internet TV Plans,neutral,-0.004898933693766594
2009-01-08,"Clearwire, the wireless Internet provider that attracted billions of dollars of investment last May from big names like Google, Time Warner Cable, Intel and Comcast, is causing its investors some major heartburn.",negative,-0.9374240636825562
2009-01-08,Clearwire Proves Costly for Its Big Investors,negative,-0.7897863388061523
2009-01-21,"Microsoft has dumped its entire stake in cable operator Comcast, the software giant revealed in a filing with the Securities and Exchange Commission on Friday.",negative,-0.9309309124946594
2009-01-21,Microsoft Sells Its Comcast Stake,neutral,-0.005357792600989342
2009-01-27,"An article on Monday about the sale of films at the Sundance Film Festival misidentified the corporation that owns Rainbow Media Holdings and IFC, among the most active buyers at this year’s festival.",negative,-0.6243221163749695
2009-01-27,"Rainbow Media Holdings and IFC are part of Cablevision Systems, not Comcast.",neutral,0.0031577404588460922
2009-01-27,Correction,neutral,0.026768818497657776
2009-02-09,SportsNet’s 10 regional stations are striving to be “the ESPN of local markets.”,neutral,0.2591111361980438
2009-02-09,Comcast Serves Up Local Sports Fans,neutral,0.02725728042423725
2009-02-21,"Cable companies are developing services so people can watch pay TV on the Internet, which may open up networks that haven’t been online.",neutral,0.3057155907154083
2009-02-21,Don’t Count Out Cable Online,neutral,0.04985000193119049
2009-03-16,The list of user names and passwords was available on the document sharing Web site Scribd.com.,neutral,-0.00603371299803257
2009-03-16,Passwords of Comcast Customers Exposed,neutral,-0.07133834064006805
2009-03-23,Media buyers seem to agree that the Major League Baseball Network could become a successful player in the television sports marketplace.,positive,0.9123415946960449
2009-03-23,A Network Takes Us Out to a Ballgame,neutral,0.05558948963880539
2009-03-25,"Internet providers are turning more to deep packet inspection, a technology that can raise prices on those downloading big files at peak times.",neutral,0.2093169093132019
2009-03-25,The Economics of Snooping on Internet Traffic,neutral,-0.021724306046962738
2009-05-01,"While the cost of providing Internet service keeps falling, cable companies are paying ever-higher bills for television services, especially related to sports.",negative,-0.7394454479217529
2009-05-01,A day of reckoning is looming.,neutral,0.04302909970283508
2009-05-01,The Problem With Cable Is Television,neutral,-0.36131489276885986
2009-05-20,"After years of feuding, the NFL Network and Comcast cut a deal about access to football games.",negative,-0.72736656665802
2009-05-20,Stop the Presses: N.F.L.,neutral,-0.0017738640308380127
2009-05-20,and Comcast Kiss and Make Up,neutral,-0.03241302818059921
2009-06-24,It sounds like the deal by Time Warner to let paying Comcast subscribers watch its shows on the Internet protects old business models.,neutral,0.03971632570028305
2009-06-24,It destroys them.,negative,-0.6608162522315979
2009-06-24,Why the Comcast-Time Warner Deal Blasts Open TV,neutral,0.0558662936091423
2009-06-24,"For people who hope the openness and flexibility of the Internet will come to mainstream television, the deal announced today between Comcast and Time Warner is great news.",positive,0.806916356086731
2009-06-24,They just don’t see yet how it blows apart the tight bond between cable content and cable delivery.,negative,-0.5739774107933044
2009-06-24,Why the Comcast-Time Warner Deal Blasts Open TV,neutral,0.0558662936091423
2009-06-29,Accounts.,neutral,0.022526929154992104
2009-06-29,"Accounts, People & Miscellany",neutral,0.0048941802233457565
2009-07-24,"The blog network Sportsblogs has raised $7 million in a Series B round, The San Francisco Chronicle reported.",positive,0.5588485598564148
2009-07-24,The round was led by Comcast.,neutral,0.04575683921575546
2009-07-24,Sportsblogs Inc. Scores $7 Million in 2nd Round,neutral,0.42452874779701233
2009-09-10,"A combination of Comcast and Time Warner Cable would yield big benefits for both companies and face fewer challenges than many people think, a Citigroup analyst said.",positive,0.8157528638839722
2009-09-10,Imagining a Big Cable Hook-Up,neutral,0.04477934539318085
2009-10-01,Is a mega-media deal — a merger of Comcast and NBC Universal — imminent?,neutral,0.0868695005774498
2009-10-01,"The nation’s biggest cable company says no, denying a report saying the two were set to combine.",neutral,0.05803734064102173
2009-10-01,Comcast Denies Report of a Deal for NBC Universal,neutral,-0.059577200561761856
2009-10-01,A claim from a Web side prompted the cable provider to issue a statement about the television and film business owned by G.E.,negative,-0.4292905628681183
2009-10-01,Comcast Denies Report on a Deal to Buy NBC Universal,neutral,-0.0015563108026981354
2009-10-01,"Despite denials from Comcast, rumors that the company might ink a deal to buy a stake in NBC Universal continued unabated Wednesday.",negative,-0.67988121509552
2009-10-01,Rumors of Comcast Talks for NBC Universal Continue,neutral,-0.3224416673183441
2009-10-01,"David Faber, a CNBC correspondent, emphasized that “the prospective deal is complex and is far from a certainty.”",neutral,-0.049480363726615906
2009-10-01,GE and Comcast Exploring a Spinoff of NBC Universal,neutral,0.025718938559293747
2009-10-02,"The cable company is said to be in negotiations with General Electric to create a separate company, merging Comcast’s programming assets with NBC Universal.",neutral,0.11535635590553284
2009-10-02,"In NBC Universal Bid, Comcast Seeks an Empire",neutral,0.05060229077935219
2009-10-02,"Comcast is in negotiations with General Electric to create a separate company, merging Comcast’s programming assets with NBC Universal, The New York Times reported.",neutral,0.23426514863967896
2009-10-02,"In NBC Universal Bid, Comcast Seeks an Empire",neutral,0.05060229077935219
2009-10-06,"Adam Fogelson, previously president for marketing and distribution at Universal, was named one of two chairmen.",neutral,0.0521877184510231
2009-10-06,Universal’s Movie Unit Ousts Its Two Chairmen,negative,-0.8161777257919312
2009-10-06,"A shake-up in General Electric’s entertainment business continued, with Marc Shmuger and David Linde ousted as co-chairmen at Universal Pictures even as G.E.",negative,-0.9062341451644897
2009-10-06,"explores merging its film, TV and theme park operations with properties of Comcast.",neutral,0.10220950096845627
2009-10-06,Universal’s Movie Unit Ousts Its Two Chairmen,negative,-0.8161777257919312
2009-10-12,"Critics of NBC’s move to bring Jay Leno to 10 p.m. cite a negative effect on other programs, but the network says it is too early to judge.",negative,-0.9016342163085938
